2.183775939941406250e+02,2.343756866455078125e+02,2.139467010498046875e+02
2.117087707519531250e+02,2.296220550537109375e+02,2.116558837890625000e+02
2.036688385009765625e+02,2.238623352050781250e+02,2.087691802978515625e+02
2.025110321044921875e+02,2.199271850585937500e+02,1.948663024902343750e+02
2.056449737548828125e+02,2.208174743652343750e+02,1.901079254150390625e+02
2.109028778076171875e+02,2.263317565917968750e+02,1.995848846435546875e+02
1.958979644775390625e+02,2.184427642822265625e+02,2.066193237304687500e+02
1.858552703857421875e+02,2.111156158447265625e+02,2.024374084472656250e+02
1.785408172607421875e+02,2.034668273925781250e+02,1.884382629394531250e+02
1.840711517333984375e+02,2.042825469970703125e+02,1.776733856201171875e+02
1.831236877441406250e+02,2.058590850830078125e+02,1.871271514892578125e+02
1.695953063964843750e+02,1.973215484619140625e+02,1.914497528076171875e+02
1.313120727539062500e+02,1.851082458496093750e+02,2.165308227539062500e+02
1.130985870361328125e+02,1.701824340820312500e+02,2.020008087158203125e+02
8.835173034667968750e+01,1.505809326171875000e+02,2.080009155273437500e+02
5.825349807739257812e+01,1.215644454956054688e+02,1.909266662597656250e+02
4.037645721435546875e+01,1.065041580200195312e+02,1.902295989990234375e+02
5.321373367309570312e+01,1.026410598754882812e+02,1.465158996582031250e+02
3.979087448120117188e+01,9.766145324707031250e+01,1.648572082519531250e+02
2.582432556152343750e+01,9.955915069580078125e+01,1.831735076904296875e+02
3.292105865478515625e+01,1.038045806884765625e+02,1.862042388916015625e+02
4.203662872314453125e+01,1.031364288330078125e+02,1.440053863525390625e+02
6.121317672729492188e+01,1.252084350585937500e+02,1.400171966552734375e+02
9.105140686035156250e+01,1.469970092773437500e+02,1.528492584228515625e+02
7.800889587402343750e+01,1.493543395996093750e+02,1.804582824707031250e+02
8.143032836914062500e+01,1.443755493164062500e+02,1.664249725341796875e+02
5.245560836791992188e+01,1.250726318359375000e+02,1.968854827880859375e+02
4.167270660400390625e+01,1.112272338867187500e+02,1.546373443603515625e+02
6.784689331054687500e+01,1.099707794189453125e+02,1.087265014648437500e+02
4.330253219604492188e+01,9.658601379394531250e+01,1.327996826171875000e+02
6.155982589721679688e+01,1.072323989868164062e+02,1.267174835205078125e+02
4.737843704223632812e+01,1.080791244506835938e+02,1.690474395751953125e+02
2.985212707519531250e+01,1.020778274536132812e+02,1.949783782958984375e+02
3.996218109130859375e+01,8.614200592041015625e+01,1.514667510986328125e+02
4.488020706176757812e+01,8.396039581298828125e+01,1.043472900390625000e+02
3.961098098754882812e+01,9.433142089843750000e+01,1.331922912597656250e+02
3.879352951049804688e+01,1.022111358642578125e+02,1.645354003906250000e+02
3.324275207519531250e+01,1.003136825561523438e+02,1.877194061279296875e+02
3.816093826293945312e+01,8.778082275390625000e+01,1.453452911376953125e+02
4.887165451049804688e+01,9.021829223632812500e+01,1.342036132812500000e+02
2.959661483764648438e+01,8.275610351562500000e+01,1.484105834960937500e+02
2.729961013793945312e+01,9.543846130371093750e+01,1.684494934082031250e+02
3.458779525756835938e+01,9.744241333007812500e+01,1.742848815917968750e+02
2.151675796508789062e+01,9.469284057617187500e+01,2.047389831542968750e+02
4.511018753051757812e+01,1.053363723754882812e+02,1.652642822265625000e+02
3.411922073364257812e+01,9.709876251220703125e+01,1.749824829101562500e+02
2.223764038085937500e+01,9.613365936279296875e+01,2.018309936523437500e+02
3.064526748657226562e+01,9.942392730712890625e+01,1.804348449707031250e+02
3.183795166015625000e+01,9.570646667480468750e+01,1.852031555175781250e+02
2.828009414672851562e+01,8.993777465820312500e+01,1.820859222412109375e+02
2.380415344238281250e+01,8.451098632812500000e+01,1.704268493652343750e+02
1.872477340698242188e+01,8.478913116455078125e+01,1.765412292480468750e+02
1.926183700561523438e+01,8.891124725341796875e+01,1.883475646972656250e+02
2.325957107543945312e+01,9.103432464599609375e+01,1.952526702880859375e+02
2.929129409790039062e+01,9.560076141357421875e+01,1.771308135986328125e+02
2.470284652709960938e+01,9.537579345703125000e+01,1.926841125488281250e+02
2.137932968139648438e+01,9.252998352050781250e+01,1.974235992431640625e+02
2.069160461425781250e+01,9.099751281738281250e+01,1.977311248779296875e+02
2.253137588500976562e+01,9.101500701904296875e+01,1.926558380126953125e+02
2.270550918579101562e+01,9.230229187011718750e+01,1.934264678955078125e+02
2.581702041625976562e+01,9.555226135253906250e+01,1.870562438964843750e+02
2.282941055297851562e+01,9.347836303710937500e+01,2.011667633056640625e+02
2.414139556884765625e+01,9.451004028320312500e+01,1.874113464355468750e+02
2.175650405883789062e+01,9.474475097656250000e+01,1.951036987304687500e+02
2.022652435302734375e+01,9.476667022705078125e+01,1.984619140625000000e+02
2.102157592773437500e+01,9.585680389404296875e+01,1.993813171386718750e+02
2.107037353515625000e+01,9.550016784667968750e+01,2.006548767089843750e+02
1.952828598022460938e+01,9.499852752685546875e+01,2.060877532958984375e+02
2.278216552734375000e+01,9.638026428222656250e+01,1.996042785644531250e+02
2.350389480590820312e+01,9.530406951904296875e+01,2.023470306396484375e+02
2.235190963745117188e+01,9.340523529052734375e+01,1.974589843750000000e+02
2.055400466918945312e+01,9.366230773925781250e+01,2.013246002197265625e+02
2.216030502319335938e+01,9.325834655761718750e+01,1.992613677978515625e+02
2.033755874633789062e+01,9.235260009765625000e+01,1.997199859619140625e+02
2.001095581054687500e+01,9.237004089355468750e+01,2.005876617431640625e+02
2.161723709106445312e+01,9.196607971191406250e+01,1.985244293212890625e+02
1.979449844360351562e+01,9.105081939697265625e+01,1.990390014648437500e+02
2.107419204711914062e+01,9.067382812500000000e+01,1.977874450683593750e+02
1.925146102905273438e+01,8.974906921386718750e+01,1.983580627441406250e+02
2.051599884033203125e+01,8.939079284667968750e+01,1.970475006103515625e+02
1.870839691162109375e+01,8.844727325439453125e+01,1.976770935058593750e+02
1.855158996582031250e+01,8.847662353515625000e+01,1.980519714355468750e+02
1.995132827758789062e+01,8.811168670654296875e+01,1.963062286376953125e+02
1.820767211914062500e+01,8.714759063720703125e+01,1.968687744140625000e+02
1.816479492187500000e+01,8.717798614501953125e+01,1.969497070312500000e+02
1.701962280273437500e+01,8.725573730468750000e+01,1.993450012207031250e+02
2.071913146972656250e+01,9.094964599609375000e+01,1.894534301757812500e+02
2.183483505249023438e+01,9.270404052734375000e+01,1.883638610839843750e+02
2.081307220458984375e+01,9.124232482910156250e+01,1.959306182861328125e+02
1.742579650878906250e+01,8.922422790527343750e+01,1.978534240722656250e+02
1.898632049560546875e+01,9.091062927246093750e+01,1.948863983154296875e+02
1.873616409301757812e+01,8.992120361328125000e+01,1.994393463134765625e+02
1.894971084594726562e+01,8.960175323486328125e+01,1.997451171875000000e+02
2.275042724609375000e+01,9.004347229003906250e+01,1.889610443115234375e+02
2.800047302246093750e+01,9.410467529296875000e+01,1.938962860107421875e+02
2.712492752075195312e+01,9.568144989013671875e+01,1.903156890869140625e+02
2.283543014526367188e+01,9.300213623046875000e+01,1.974965515136718750e+02
2.366875839233398438e+01,9.073699188232421875e+01,1.883114624023437500e+02
1.759397125244140625e+01,8.869641113281250000e+01,1.981220245361328125e+02
1.997387313842773438e+01,9.177960205078125000e+01,1.872914276123046875e+02
2.390266799926757812e+01,9.399511718750000000e+01,1.825389862060546875e+02
3.151270294189453125e+01,9.946520996093750000e+01,1.732515411376953125e+02
2.694025421142578125e+01,9.141079711914062500e+01,1.791459655761718750e+02
1.892057037353515625e+01,8.431118774414062500e+01,1.926802673339843750e+02
1.530876541137695312e+01,8.334509277343750000e+01,1.981204528808593750e+02
2.339086151123046875e+01,9.006269836425781250e+01,1.799056854248046875e+02
2.646141052246093750e+01,9.163487243652343750e+01,1.723482666015625000e+02
